CoinA,CoinB,profit,std,total_trades
SANDUSDT,AEVOUSDT,0.060644568464413504,0.02277376796994617,82
SANDUSDT,ANKRUSDT,-0.11425504647163948,0.018488969447233803,44
SANDUSDT,AXSUSDT,-0.07520844603542398,0.019750524615613288,72
SANDUSDT,C98USDT,-0.12581400376583643,0.023668349061405393,72
SANDUSDT,CELOUSDT,-0.06048687737195578,0.01581275324524756,88
SANDUSDT,ENJUSDT,-0.07238818069558664,0.018977766530251846,76
SANDUSDT,ENSUSDT,-0.07749029518879176,0.023323978637501203,78
SANDUSDT,FILUSDT,-0.0008259495438409125,0.019155785957590238,56
SANDUSDT,GRTUSDT,-0.27757583455859386,0.022175015089842078,114
SANDUSDT,IOTAUSDT,-0.029433013479043854,0.01716695145547648,32
SANDUSDT,MANTAUSDT,0.11881826713101316,0.016359789111254817,64
SANDUSDT,NEARUSDT,-0.007315441615746054,0.027683786884225164,66
SANDUSDT,PEPEUSDT,-0.05352402152456354,0.024659039577628605,62
SANDUSDT,SHIBUSDT,-0.18425621529674838,0.01783692593396906,62
SANDUSDT,TNSRUSDT,0.05505400738697979,0.019858005933328773,78
SANDUSDT,VANRYUSDT,-0.0511801615841042,0.019957063276197104,92
SANDUSDT,WAXPUSDT,-0.06967028626925506,0.016015887239592595,56
SANDUSDT,ZILUSDT,-0.06112832399301722,0.01960465218094554,62
SANDUSDT,SXPUSDT,0.009033832463416498,0.017543865493625358,92
SANDUSDT,AGLDUSDT,-0.04177938480724657,0.0203466687370777,60
SANDUSDT,ZRXUSDT,-0.07667606009079098,0.013877188503067574,90
SEIUSDT,MINAUSDT,-0.06910810457324248,0.026262020307823455,24
SEIUSDT,STXUSDT,0.002442714309641369,0.0011835035928971962,2
SEIUSDT,YGGUSDT,0.0013182328374374205,0.02628910917466522,82
SHIBUSDT,1000XECUSDT,-0.03126819938549636,0.01998194832370304,32
SHIBUSDT,MBOXUSDT,0.0,0.0,0
SHIBUSDT,AEVOUSDT,-0.07158348903001653,0.020809323212591133,36
SHIBUSDT,AXSUSDT,-0.03688979701030047,0.02583059941055147,2
SHIBUSDT,BEAMUSDT,-0.029389427120610025,0.01365380951198899,28
SHIBUSDT,C98USDT,-0.05499320641452039,0.01962331952262122,30
SHIBUSDT,CELOUSDT,-0.04739786684293358,0.017030056509087448,12
SHIBUSDT,ENJUSDT,-0.06641114568142469,0.0180376461623518,34
SHIBUSDT,ENSUSDT,-0.1541266231856275,0.020318146097914106,48
SHIBUSDT,FILUSDT,-0.006804726059030689,0.020323311095817136,32
SHIBUSDT,GRTUSDT,-0.040402396979131304,0.018649028767169982,22
SHIBUSDT,MANTAUSDT,-0.030765102954465037,0.016800816458357657,30
SHIBUSDT,NEARUSDT,0.006147674908320296,0.02132994000304346,20
SHIBUSDT,PEPEUSDT,0.06928010573903352,0.01829240922180552,54
SHIBUSDT,SANDUSDT,0.0,0.0,0
SHIBUSDT,ZILUSDT,-0.10241796607635706,0.014465039494596842,30
SHIBUSDT,SXPUSDT,-0.12495999806364501,0.017245450943662366,28
SHIBUSDT,ZRXUSDT,-0.04308543368627224,0.018240000342620494,20
STXUSDT,ARKMUSDT,0.16374720223360603,0.025414334263694133,82
STXUSDT,ATAUSDT,0.025756454664469283,0.022973472888660428,36
STXUSDT,MINAUSDT,0.03776960513789808,0.02340008989530654,74
STXUSDT,NEARUSDT,-0.023169330398357335,0.026578652566773026,74
STXUSDT,SEIUSDT,0.13537213644615181,0.0248402422317888,82
STXUSDT,THETAUSDT,-0.004955575993786592,0.02290500963788815,94
STXUSDT,TRBUSDT,-0.08690091947826407,0.031152015618288464,78
STXUSDT,WOOUSDT,0.02811916768416241,0.02225915968007798,60
STXUSDT,YGGUSDT,-0.2065718583053231,0.0276971533718114,60
STXUSDT,KSMUSDT,0.0009949731670433476,0.025548890228072465,2
STXUSDT,POLYXUSDT,-0.10575280490403,0.022532468947876718,70
SYSUSDT,ACHUSDT,-0.009086142097980806,0.007022923854878144,2
SYSUSDT,ANKRUSDT,0.0049875540287242824,0.0034355881992455925,4
SYSUSDT,C98USDT,0.014640916251272083,0.026232570339653084,4
SYSUSDT,DOTUSDT,-0.016844020124047933,0.02763875217274176,4
SYSUSDT,LSKUSDT,0.007903862821612116,0.011006683708058821,4
SYSUSDT,ONDOUSDT,0.023351348351629372,0.02269479562284303,2
SYSUSDT,TIAUSDT,0.02893158666401805,0.03426675696260791,6
SYSUSDT,WAXPUSDT,-0.004153084375776109,0.004556394993775796,2
SYSUSDT,TAIKOUSDT,0.0,0.0,0
SYSUSDT,GUSDT,0.0073824880347365075,0.0012113912114805115,2
SYSUSDT,ZRXUSDT,0.07927227974014318,0.020877797668903946,8
THETAUSDT,ARKMUSDT,0.027461844149130044,0.02259724702288672,102
THETAUSDT,ATAUSDT,0.1584742431214255,0.02375298720517735,72
THETAUSDT,BEAMUSDT,0.17657350363875246,0.02268626726149497,70
THETAUSDT,CELOUSDT,0.20199248783924323,0.01891339672873684,104
THETAUSDT,COMPUSDT,-0.13647591437917617,0.017755923359553658,70
THETAUSDT,FILUSDT,-0.06370846058594479,0.017078493575618425,78
THETAUSDT,GRTUSDT,-0.04330082804257944,0.01864327998359322,80
THETAUSDT,MINAUSDT,0.12346044663517458,0.0193606563506658,98
THETAUSDT,NEARUSDT,0.007773682541468298,0.025638232430556757,70
THETAUSDT,STXUSDT,0.009186094022945629,0.02179537724098488,58
THETAUSDT,TRBUSDT,-0.06680622454215895,0.03086011559939742,78
THETAUSDT,VANRYUSDT,0.1461376107580555,0.02587801632502238,74
THETAUSDT,WOOUSDT,0.15548141200336132,0.020691901887233,66
THETAUSDT,YGGUSDT,0.03751034305112714,0.020414208763266512,110
THETAUSDT,KSMUSDT,0.0008016264432627457,0.0247547365598801,6
THETAUSDT,POLYXUSDT,0.08646130981970265,0.020607646378790753,74
TIAUSDT,MBOXUSDT,0.022175365850435395,0.03675016373202701,6
TIAUSDT,SYSUSDT,0.028931586664018048,0.03426675696260791,6
TIAUSDT,GUSDT,0.14400438442426802,0.02168665665131173,46
TNSRUSDT,1000XECUSDT,0.02545645468454345,0.0236940687205742,86
TNSRUSDT,ACHUSDT,0.03932982668931694,0.023960282091134585,80
TNSRUSDT,AEVOUSDT,-0.015803918425597304,0.025646840137218047,88
TNSRUSDT,C98USDT,0.03854782094586998,0.024538504554047717,78
TNSRUSDT,ENSUSDT,-0.2547749742329084,0.02755546016053732,78
TNSRUSDT,IOTAUSDT,0.09922918234137211,0.020803853207244233,94
TNSRUSDT,MANTAUSDT,0.025009950028854526,0.025946351773631676,80
TNSRUSDT,SANDUSDT,0.05505400738697975,0.019858005933328773,78
TNSRUSDT,WAXPUSDT,0.1671372642983478,0.023116886466754517,78
TNSRUSDT,ZILUSDT,0.2174055941198897,0.02211804543460888,86
TNSRUSDT,ZRXUSDT,0.1202451488167403,0.019923862580056705,76
TRBUSDT,STXUSDT,-0.08690091947826407,0.031152015618288464,78
TRBUSDT,THETAUSDT,0.07115443006749991,0.03192016690685455,66
VANRYUSDT,ENJUSDT,-0.0005328825483595385,0.023560976267857043,72
VANRYUSDT,GRTUSDT,-0.06316472482568992,0.02116213205229567,112
VANRYUSDT,ORDIUSDT,-0.4113448558904835,0.03423051648762429,102
VANRYUSDT,SANDUSDT,-0.05660584695256367,0.019511234255932243,84
VANRYUSDT,THETAUSDT,0.16305780817477683,0.025758247074929515,72
VANRYUSDT,WOOUSDT,-0.14655318151273533,0.02291481301332547,76
VANRYUSDT,ZILUSDT,0.04116128786628062,0.02052869226282184,48
VANRYUSDT,POLYXUSDT,-0.02409792147359944,0.02175624279300409,72
WAXPUSDT,1000XECUSDT,0.030377513755597815,0.013267428418560965,50
WAXPUSDT,ACHUSDT,-0.11742093189312923,0.015373451930848532,70
WAXPUSDT,AEVOUSDT,-0.006683138789466563,0.02035121554549418,56
WAXPUSDT,ANKRUSDT,-0.07529148205372921,0.013799285590222024,62
WAXPUSDT,AXSUSDT,-0.13498766806126417,0.018973771816188187,72
WAXPUSDT,C98USDT,0.0015951513638530583,0.018252751525544477,54
WAXPUSDT,CELOUSDT,-0.03484351677756119,0.015418778860888004,62
WAXPUSDT,DOTUSDT,-0.046034498619652205,0.014462034307425056,64
WAXPUSDT,ENSUSDT,-0.13474237944391293,0.0224489541225272,78
WAXPUSDT,FILUSDT,0.024828111259130457,0.019218802533114636,54
WAXPUSDT,IOTAUSDT,-0.10212907086345842,0.015531005613816037,62
WAXPUSDT,LSKUSDT,-0.067898476518759,0.017051930696032325,38
WAXPUSDT,MANTAUSDT,0.039029788961216165,0.01731201268942492,52
WAXPUSDT,ONDOUSDT,-0.09052710507612363,0.016600921645561456,58
WAXPUSDT,PEPEUSDT,0.02492163362974916,0.021962905557602566,48
WAXPUSDT,SANDUSDT,0.0,0.0,0
WAXPUSDT,SYSUSDT,-0.004153084375776109,0.004556394993775796,2
WAXPUSDT,TNSRUSDT,0.14096287457533788,0.023138239768572405,84
WAXPUSDT,XAIUSDT,-0.01963388729803195,0.022578425437587025,56
WAXPUSDT,ZILUSDT,-0.13845420473626924,0.012592920059853376,52
WAXPUSDT,SXPUSDT,-0.11871881597382006,0.016723021754349317,60
WAXPUSDT,ZRXUSDT,-0.03344310644706244,0.018439152303672324,42
WLDUSDT,DOTUSDT,-0.1567219724987078,0.024185519346744726,72
WLDUSDT,ENSUSDT,-0.08028068768661047,0.027969585605754722,46
WLDUSDT,JASMYUSDT,-0.14772093675580086,0.025980788812198913,46
WLDUSDT,MANTAUSDT,-0.11526190676305005,0.024242139455939504,84
WLDUSDT,ONDOUSDT,-0.1751386521145018,0.02382610919549613,68
WLDUSDT,PEPEUSDT,-0.011991489156040012,0.026302825494084955,50
WLDUSDT,XAIUSDT,-0.06744095098749531,0.024854410286352862,50
WOOUSDT,CELOUSDT,-0.07511074805813059,0.015045586609322401,68
WOOUSDT,FILUSDT,-0.05848449818998068,0.01986081223322889,56
WOOUSDT,MINAUSDT,-0.07692709943928938,0.021085584234753357,66
WOOUSDT,NEARUSDT,-0.016610250580319747,0.027224587967207527,62
WOOUSDT,STXUSDT,0.05028620547900316,0.023108783774748013,70
WOOUSDT,THETAUSDT,0.1974650605904753,0.021979229730352736,76
WOOUSDT,VANRYUSDT,-0.14847694921737015,0.023062976176906957,74
WOOUSDT,YGGUSDT,-0.21823237080915725,0.03946044753012126,96
WOOUSDT,POLYXUSDT,-0.03651357792833494,0.015226880196414373,104
WOOUSDT,SXPUSDT,-0.19928274543305827,0.025669887002252683,66
XAIUSDT,MBOXUSDT,-0.008664992827252853,0.0026146300231550813,2
XAIUSDT,ACEUSDT,-0.07528188547057343,0.027284809239776543,36
XAIUSDT,DOTUSDT,-0.06257401088187756,0.01576722077500996,28
XAIUSDT,ENSUSDT,-0.07673811284786121,0.028613428942748997,30
XAIUSDT,JASMYUSDT,0.012840717341595071,0.024355818405683988,30
XAIUSDT,MANTAUSDT,0.035541759060091334,0.023450649206032743,18
XAIUSDT,ONDOUSDT,-0.04672566529200405,0.016011205851015106,46
XAIUSDT,PEPEUSDT,0.006206279338027587,0.02783495779252162,28
XAIUSDT,WAXPUSDT,0.03168734624941529,0.02355456466541036,26
XAIUSDT,WLDUSDT,-0.08261615172788919,0.020605692564294013,26
XAIUSDT,TAIKOUSDT,0.07736291568939158,0.026917041997664242,28
YGGUSDT,ATAUSDT,-0.45758710763821,0.04108207284818403,100
YGGUSDT,MINAUSDT,-0.003515564961261552,0.026735518151852593,98
YGGUSDT,SEIUSDT,-0.01021849662805452,0.026722545216931185,78
YGGUSDT,STXUSDT,-0.239426897240885,0.02677915373557329,66
YGGUSDT,THETAUSDT,0.05225062685780007,0.022661733439066717,98
YGGUSDT,WOOUSDT,-0.12850020402093038,0.03306664089448676,92
YGGUSDT,POLYXUSDT,-0.10547204989275333,0.031947671071393,84
ZILUSDT,1000XECUSDT,0.04779544495497101,0.01865590121876428,76
ZILUSDT,ACHUSDT,0.0017435606767110257,0.01528153129143248,66
ZILUSDT,AEVOUSDT,0.04488878084710375,0.020191830480064444,56
ZILUSDT,ANKRUSDT,0.043827799756912734,0.019437717837971737,72
ZILUSDT,AXSUSDT,-0.060931325909705736,0.022656079215493466,24
ZILUSDT,C98USDT,0.010836726928897693,0.020759807293733428,34
ZILUSDT,CELOUSDT,-0.07333511615898147,0.016261300246776456,52
ZILUSDT,ENJUSDT,0.05293736559558761,0.018696876959431313,66
ZILUSDT,ENSUSDT,-0.1199544129746382,0.022552718652527087,78
ZILUSDT,FILUSDT,-0.0007107562879349299,0.018942443911886576,56
ZILUSDT,GRTUSDT,-0.0002704986563769954,0.018402269405721417,54
ZILUSDT,IOTAUSDT,-0.040874912167947516,0.01834082392901529,66
ZILUSDT,MANTAUSDT,0.04615712012570814,0.01628441837331924,56
ZILUSDT,NEARUSDT,-0.037960827249483034,0.024567981492662042,54
ZILUSDT,PEPEUSDT,-0.025330365520259683,0.019202724138089596,60
ZILUSDT,SANDUSDT,-0.06112832399301719,0.01960465218094554,62
ZILUSDT,SHIBUSDT,-0.16028039178970474,0.014148975393082497,60
ZILUSDT,TNSRUSDT,0.22751330805544184,0.022303846898898905,84
ZILUSDT,VANRYUSDT,0.04133054770671246,0.018920556967176736,42
ZILUSDT,WAXPUSDT,-0.1341923563831928,0.012795007588227924,50
ZILUSDT,POLYXUSDT,-0.01467418927672671,0.016021573191507047,52
ZILUSDT,SXPUSDT,-0.10390554986128525,0.01776866648469172,52
ZILUSDT,ZRXUSDT,-0.03433944327846436,0.01749489808230913,44
KASUSDT,JASMYUSDT,-0.16213163227628508,0.020016895081944742,44
KSMUSDT,ATAUSDT,-0.011894365652284876,0.017275475195718957,44
KSMUSDT,HOTUSDT,-0.052429189276503224,0.015109019973061574,44
KSMUSDT,STXUSDT,-0.04928974483609002,0.0162607561208733,54
KSMUSDT,THETAUSDT,-0.056126840299162366,0.016000137643359797,44
POLYXUSDT,FILUSDT,-0.030877300564852442,0.018642313589822997,56
POLYXUSDT,MINAUSDT,-0.0006743582833063488,0.015796018191811374,66
POLYXUSDT,STXUSDT,-0.07557354709483392,0.0222415801202348,64
POLYXUSDT,THETAUSDT,0.10523319343639323,0.020703166023783016,74
POLYXUSDT,VANRYUSDT,-0.024097921473599432,0.02175624279300409,72
POLYXUSDT,WOOUSDT,-0.012995904165225874,0.012851159073073905,76
POLYXUSDT,YGGUSDT,-0.15554547575647829,0.033544023822259586,64
POLYXUSDT,ZILUSDT,-0.04634721861390524,0.01655343469698378,46
SXPUSDT,1000XECUSDT,-0.2602625272922379,0.017851668876078107,64
SXPUSDT,ACHUSDT,-0.23513963446919542,0.019995402866070447,66
SXPUSDT,AEVOUSDT,0.043678628451514254,0.015606390873266358,70
SXPUSDT,ANKRUSDT,-0.19403331550282585,0.019023491366823343,64
SXPUSDT,AXSUSDT,0.04377820355007667,0.01956287783132449,74
SXPUSDT,C98USDT,-0.06361807722393042,0.02350027402947578,64
SXPUSDT,CELOUSDT,-0.06358777763523668,0.01602329816434808,78
SXPUSDT,ENSUSDT,-0.033330444679640095,0.022962946451679598,78
SXPUSDT,FILUSDT,0.11596407130155392,0.01937368903884018,54
SXPUSDT,GRTUSDT,-0.14358101047816046,0.027007820169316587,56
SXPUSDT,IOTAUSDT,-0.08736036300004436,0.017663073355987255,76
SXPUSDT,MANTAUSDT,0.14993481332444777,0.014861161949227979,68
SXPUSDT,MINAUSDT,-0.02323702394730199,0.019224086333278937,56
SXPUSDT,NEARUSDT,0.03504906445223939,0.026904885374602883,64
SXPUSDT,SANDUSDT,0.009033832463416495,0.017543865493625358,92
SXPUSDT,SHIBUSDT,-0.16041181467597337,0.015812159852002156,68
SXPUSDT,WAXPUSDT,-0.11734382027481939,0.01667094606907795,54
SXPUSDT,WOOUSDT,-0.06801466179310482,0.021584334067391832,18
SXPUSDT,ZILUSDT,-0.11786009517054695,0.016895446523135692,64
SXPUSDT,AGLDUSDT,0.03396136527458161,0.018700826122616303,76
SXPUSDT,ZRXUSDT,-0.07017299969436706,0.01919730678754462,84
TAIKOUSDT,MBOXUSDT,0.0,0.0,0
TAIKOUSDT,ONDOUSDT,-0.012720557643010243,0.02237674660066437,48
TAIKOUSDT,SYSUSDT,0.0,0.0,0
TAIKOUSDT,XAIUSDT,0.07520825505330918,0.023947738555126094,40
TAIKOUSDT,GUSDT,0.12034992507672929,0.020956885723148386,36
AGLDUSDT,ACHUSDT,-0.13211665981968215,0.020613182663107778,66
AGLDUSDT,ANKRUSDT,-0.08721696614591759,0.02129901827205313,66
AGLDUSDT,C98USDT,-0.08421589821415341,0.0213735476934435,70
AGLDUSDT,FILUSDT,-0.035126640243589566,0.018760685915360974,62
AGLDUSDT,IOTAUSDT,-0.022444772373788287,0.018432896260378015,76
AGLDUSDT,SANDUSDT,-0.049403300495548697,0.021814477842327786,62
AGLDUSDT,SXPUSDT,0.03365299775034436,0.019459978379525938,74
AGLDUSDT,ZRXUSDT,-0.056221808410854515,0.02122128701883511,60
GUSDT,MBOXUSDT,0.0,0.0,0
GUSDT,ONDOUSDT,0.06785168654961293,0.013837701189729264,36
GUSDT,SYSUSDT,0.0073824880347365075,0.0012113912114805115,2
GUSDT,TIAUSDT,0.12444382517620817,0.022022247905048066,44
GUSDT,TAIKOUSDT,0.0,0.0,0
ZRXUSDT,1000XECUSDT,-0.07128404445061387,0.018124621552577977,22
ZRXUSDT,MBOXUSDT,0.007434178112055782,0.01012542238936123,2
ZRXUSDT,ACHUSDT,-0.022335838246911655,0.018094697126761847,20
ZRXUSDT,AEVOUSDT,-0.001107225823298797,0.017039456866308894,56
ZRXUSDT,ANKRUSDT,-0.023602600882633253,0.0209771369749093,18
ZRXUSDT,AXSUSDT,-0.08926344136404606,0.021230777386607495,38
ZRXUSDT,C98USDT,-0.06588667258266517,0.012608273207587173,12
ZRXUSDT,CELOUSDT,-0.08258195417332682,0.015079146524844118,52
ZRXUSDT,ENSUSDT,-0.09324405432856862,0.02120920293422483,48
ZRXUSDT,FILUSDT,-0.011773453548461701,0.01994079920895093,36
ZRXUSDT,GRTUSDT,-0.03901180404789368,0.015842771615801346,26
ZRXUSDT,IOTAUSDT,0.020114059704552788,0.01176106388500484,30
ZRXUSDT,MANTAUSDT,0.07914312739361615,0.016318730508908547,46
ZRXUSDT,NEARUSDT,0.023958287199710677,0.019553521117028953,26
ZRXUSDT,SANDUSDT,-0.0640937363165078,0.011701065880944236,58
ZRXUSDT,SHIBUSDT,-0.043085433686272226,0.018240000342620494,20
ZRXUSDT,SYSUSDT,0.01359167756525945,0.013207465055438678,4
ZRXUSDT,TNSRUSDT,0.12154501709209435,0.01869572400435666,58
ZRXUSDT,WAXPUSDT,-0.02552311486849569,0.017537473299660326,18
ZRXUSDT,ZILUSDT,0.00048366861494861333,0.01826843079572504,20
ZRXUSDT,SXPUSDT,-0.05357595934156219,0.011476418773983322,48
ZRXUSDT,AGLDUSDT,0.014914719332055626,0.020640296285706277,42
