CoinA,CoinB,profit,std,total_trades
ENSUSDT,GRTUSDT,-0.10600938254050613,0.02456888843473437,34
ENSUSDT,IOTAUSDT,-0.04704225877032561,0.023751271408626803,34
ENSUSDT,JASMYUSDT,-0.17023173789789509,0.021836769109470355,48
ENSUSDT,MANTAUSDT,-0.07927610054271242,0.03014054309296579,24
ENSUSDT,PEPEUSDT,0.02794261778514805,0.027178158101436804,48
ENSUSDT,SANDUSDT,-0.0489244328268525,0.02541452504962983,34
ENSUSDT,SHIBUSDT,-0.11299553762215821,0.02757477710448872,22
ENSUSDT,TNSRUSDT,-0.09906678047638978,0.03218342392881919,26
ENSUSDT,WAXPUSDT,-0.09199674078914583,0.024337693531384517,34
ENSUSDT,WLDUSDT,0.020280873005249073,0.022220298394850225,52
ENSUSDT,XAIUSDT,-0.0811760734423677,0.023435043778351008,48
ENSUSDT,ZILUSDT,-0.05848723211804417,0.02616539680271289,32
ENSUSDT,SXPUSDT,0.002401036203014177,0.029968202048834894,24
ENSUSDT,ZRXUSDT,-0.08103969836669843,0.028177290297718025,22
FILUSDT,1000XECUSDT,-0.09664780540984379,0.01901368712790629,56
FILUSDT,ACHUSDT,-0.06006986470881499,0.018945814451641122,56
FILUSDT,AEVOUSDT,0.009501923821762528,0.022466410588388303,56
FILUSDT,ANKRUSDT,-0.03407252276706221,0.02070323597329649,56
FILUSDT,ARKMUSDT,-0.21785933167302773,0.022593861364164546,70
FILUSDT,AXSUSDT,0.008389771190065166,0.017285740310181714,98
FILUSDT,C98USDT,-0.0022823499248761907,0.02024978874113454,56
FILUSDT,CELOUSDT,-0.0004121562327773782,0.01748239839779533,60
FILUSDT,ENSUSDT,-0.09250453791233666,0.02473544261153717,62
FILUSDT,GRTUSDT,-0.06809582649825015,0.020325068093576055,54
FILUSDT,IOTAUSDT,0.0006404808684353294,0.01841489928979723,54
FILUSDT,MANTAUSDT,-0.028240751897577812,0.020074796764249753,68
FILUSDT,MINAUSDT,0.027463355011992072,0.021097431429606794,48
FILUSDT,NEARUSDT,-0.010176529364994195,0.02612487253331053,70
FILUSDT,SANDUSDT,0.009826246480242728,0.01970168586680413,56
FILUSDT,SHIBUSDT,0.007087158954757923,0.01792465283097322,54
FILUSDT,THETAUSDT,-0.06098941257416441,0.01719107545893202,76
FILUSDT,WAXPUSDT,0.00805639764801393,0.017755842147761654,56
FILUSDT,WOOUSDT,-0.07703260072134188,0.017614248674420463,60
FILUSDT,ZILUSDT,-0.0007107562879349223,0.018942443911886576,56
FILUSDT,POLYXUSDT,-0.03459299410772421,0.018938288893884807,56
FILUSDT,SXPUSDT,0.097125948279003,0.020944229925029964,44
FILUSDT,AGLDUSDT,-0.0372423967837313,0.018021336321320417,62
FILUSDT,ZRXUSDT,-0.01527596371584119,0.018067609196686284,58
GRTUSDT,1000XECUSDT,-0.010441886842685152,0.018766742817292684,56
GRTUSDT,AEVOUSDT,-0.07955409306321833,0.020166064839759017,72
GRTUSDT,ARKMUSDT,0.07195632844690406,0.021635978079173494,68
GRTUSDT,AXSUSDT,-0.04525230081720499,0.026179736935942763,16
GRTUSDT,BEAMUSDT,-0.024092006423111073,0.022287535197168414,44
GRTUSDT,C98USDT,-0.01774691133374177,0.018462024890070143,92
GRTUSDT,CELOUSDT,-0.05882682828702373,0.018003593113376768,78
GRTUSDT,COMPUSDT,-0.11180375768091455,0.0179413545783924,82
GRTUSDT,ENJUSDT,-0.09537940427371003,0.021156767590855313,90
GRTUSDT,ENSUSDT,-0.22613820705917795,0.023324840718027054,78
GRTUSDT,FILUSDT,-0.0651399433014635,0.020708354271404626,52
GRTUSDT,MANTAUSDT,0.02457783036177707,0.019589569228926587,56
GRTUSDT,NEARUSDT,0.08150390223377223,0.028394062626784577,62
GRTUSDT,SANDUSDT,-0.21565685050250577,0.017608370583977406,100
GRTUSDT,SHIBUSDT,-0.03239650957686825,0.019287579704125448,34
GRTUSDT,THETAUSDT,0.05706715818161124,0.02154728591807931,54
GRTUSDT,VANRYUSDT,0.027451508570842588,0.01855571336316907,14
GRTUSDT,ZILUSDT,-0.014098172894876762,0.01894815853764395,58
GRTUSDT,SXPUSDT,-0.13499858330439085,0.023922817008044172,68
GRTUSDT,ZRXUSDT,-0.1630370539603667,0.01872779975020287,56
HOTUSDT,KSMUSDT,-0.05906002454481275,0.01486839513678039,44
ICPUSDT,ENJUSDT,-0.22904686311025707,0.020673733883357998,58
IMXUSDT,MBOXUSDT,0.0,0.0,0
IMXUSDT,PEOPLEUSDT,0.16173118547185383,0.029618298368861255,44
IOTAUSDT,1000XECUSDT,-0.04639682452537313,0.017472316662379993,72
IOTAUSDT,ACHUSDT,-0.16206208692286145,0.020041816906679864,70
IOTAUSDT,AEVOUSDT,0.03952895485974588,0.0171248646617214,60
IOTAUSDT,ANKRUSDT,-0.13989168356460083,0.019273234530373405,72
IOTAUSDT,AXSUSDT,-0.09356152831033453,0.01841088424047657,72
IOTAUSDT,C98USDT,-0.0460188724585735,0.015064188522852885,64
IOTAUSDT,CELOUSDT,-0.06265878298283865,0.015699301619166838,74
IOTAUSDT,DOTUSDT,0.009768813553725005,0.013484743199864263,68
IOTAUSDT,ENSUSDT,-0.09074289459273513,0.02197701354362012,78
IOTAUSDT,FILUSDT,0.0015022367803679498,0.018085865629399143,56
IOTAUSDT,LSKUSDT,-0.05288578497036812,0.01595124361768977,40
IOTAUSDT,MANTAUSDT,0.13695864824518086,0.01624020626328849,54
IOTAUSDT,SANDUSDT,-0.08762877238779279,0.014987453901362092,66
IOTAUSDT,TNSRUSDT,0.09922918234137214,0.020803853207244233,94
IOTAUSDT,WAXPUSDT,-0.08607606491382185,0.017655410133119963,58
IOTAUSDT,ZILUSDT,-0.030317774182628966,0.01852815264868325,70
IOTAUSDT,SXPUSDT,-0.09579557225193419,0.01780681222021903,78
IOTAUSDT,AGLDUSDT,-0.025366289470970457,0.0171303409717298,76
IOTAUSDT,ZRXUSDT,0.005909755529413419,0.014184124895648492,46
JASMYUSDT,ACEUSDT,-0.16379966259915243,0.02339980902256239,42
JASMYUSDT,DOTUSDT,-0.21960732144233996,0.018320795789595404,64
JASMYUSDT,ENSUSDT,-0.07016139966801725,0.03215344121986676,16
JASMYUSDT,MANTAUSDT,0.006604740686328166,0.02297032327975426,8
JASMYUSDT,MEWUSDT,0.13247953891448133,0.0273131620720433,58
JASMYUSDT,ONDOUSDT,-0.10985088147655157,0.018997921752719617,46
JASMYUSDT,PEPEUSDT,0.11620781654837947,0.022928722497282634,66
JASMYUSDT,WLDUSDT,-0.11506320869593809,0.026739258409407933,30
JASMYUSDT,XAIUSDT,0.011288795986539982,0.01188968406648515,6
JASMYUSDT,KASUSDT,-0.11220244996196159,0.015839055249017592,26
LSKUSDT,IOTAUSDT,-0.052885784970368124,0.01595124361768977,40
LSKUSDT,SYSUSDT,-0.004801371909494743,0.007763875493406514,4
LSKUSDT,WAXPUSDT,-0.07046677987342088,0.01664914536388807,40
MANTAUSDT,1000XECUSDT,0.021809163875685076,0.01751826646510351,48
MANTAUSDT,ACEUSDT,-0.15163360278585591,0.024499267493622707,92
MANTAUSDT,ACHUSDT,-0.03118059150742867,0.018826620128144282,44
MANTAUSDT,AEVOUSDT,-0.037874638533059335,0.020784618915402966,92
MANTAUSDT,ANKRUSDT,0.005941084166227219,0.018800352453255908,42
MANTAUSDT,AXSUSDT,-0.030745830783029317,0.023627223139960164,4
MANTAUSDT,C98USDT,0.022241337805433685,0.0176283389909533,44
MANTAUSDT,CELOUSDT,0.009226980504073785,0.017474340596825597,84
MANTAUSDT,DOTUSDT,-0.08929750871936801,0.015913778717763016,68
MANTAUSDT,ENJUSDT,-0.024025145146688985,0.01954693225707156,56
MANTAUSDT,ENSUSDT,-0.22956701507513033,0.024975953846411818,78
MANTAUSDT,FILUSDT,-0.016069554585606986,0.01978997764229705,68
MANTAUSDT,GRTUSDT,-0.014517913389140477,0.019541266709021735,64
MANTAUSDT,IOTAUSDT,0.12235819586317773,0.016922017944682715,48
MANTAUSDT,JASMYUSDT,-0.16024162618289164,0.018427979550009008,56
MANTAUSDT,PEPEUSDT,0.05070273437233007,0.021738188615716518,56
MANTAUSDT,SANDUSDT,0.10734744067680715,0.01728384648536496,68
MANTAUSDT,SHIBUSDT,0.05748849438091117,0.01714129242019224,44
MANTAUSDT,TNSRUSDT,0.05173172623364916,0.022291622435089746,66
MANTAUSDT,WAXPUSDT,0.05857699799096806,0.016947472273212773,48
MANTAUSDT,WLDUSDT,-0.11526190676305006,0.024242139455939504,84
MANTAUSDT,XAIUSDT,0.11053507936667314,0.021641726973927546,64
MANTAUSDT,ZILUSDT,0.07396356491033727,0.016844770676397957,44
MANTAUSDT,SXPUSDT,0.14901358208436788,0.015230271173857375,64
MANTAUSDT,ZRXUSDT,0.15527508500177994,0.01716619701939821,74
MEWUSDT,DOTUSDT,-0.0375213755895522,0.022534124605734025,50
MEWUSDT,JASMYUSDT,0.1707277271603029,0.02711494329958439,70
MINAUSDT,MBOXUSDT,0.0,0.0,0
MINAUSDT,ARKMUSDT,0.08707638624240092,0.018418919417947068,44
MINAUSDT,ATAUSDT,0.0448106425366972,0.023763691670328622,18
MINAUSDT,CELOUSDT,-0.004069791899834696,0.0195992940816141,54
MINAUSDT,COMPUSDT,0.08001113758228595,0.014394873366555299,38
MINAUSDT,FILUSDT,-0.011185278210813493,0.020046518414441803,38
MINAUSDT,NEARUSDT,0.05989769760653288,0.01953747855325818,26
MINAUSDT,SEIUSDT,0.02439940668817197,0.018885610917234678,18
MINAUSDT,STXUSDT,-0.021466620456177952,0.02201497516747166,32
MINAUSDT,THETAUSDT,0.021641599359036697,0.018934035456256243,68
MINAUSDT,WOOUSDT,-0.014019576423653368,0.024695552828551463,30
MINAUSDT,YGGUSDT,0.010984549330485342,0.009078909510111408,2
MINAUSDT,POLYXUSDT,0.010779238014231914,0.017111912098675967,26
MINAUSDT,SXPUSDT,-0.0011794280530777615,0.021848976062338647,22
NEARUSDT,ARKMUSDT,-0.041160903285262104,0.014922390749114438,10
NEARUSDT,AXSUSDT,-0.12877954631466462,0.027974593711778017,68
NEARUSDT,BEAMUSDT,0.07135925090050475,0.028635457916168516,62
NEARUSDT,CELOUSDT,0.03458089486985554,0.014463419769041867,22
NEARUSDT,FILUSDT,-0.009232434923500994,0.025383863084838865,76
NEARUSDT,GRTUSDT,0.08150390223377225,0.028394062626784577,62
NEARUSDT,MINAUSDT,-0.007091467951073124,0.01426243087726844,6
NEARUSDT,SANDUSDT,0.008740155011827025,0.012067153403598435,6
NEARUSDT,SHIBUSDT,-0.05370765592254134,0.017794875240924952,38
NEARUSDT,STXUSDT,-0.015708793245320866,0.027821135336829263,78
NEARUSDT,THETAUSDT,-0.029010511521103618,0.027776918524932127,58
NEARUSDT,WOOUSDT,-0.007493322100044569,0.014125016035455868,6
NEARUSDT,ZILUSDT,-0.09816497155010513,0.017990730922967553,32
NEARUSDT,SXPUSDT,0.00787583071885093,0.013018324137442906,22
NEARUSDT,ZRXUSDT,0.006909076206260644,0.021455122471282236,2
ONDOUSDT,DOTUSDT,-0.07228476073793672,0.017845046516233542,48
ONDOUSDT,JASMYUSDT,-0.14942558729284622,0.019063970998501795,60
ONDOUSDT,SYSUSDT,0.023351348351629372,0.02269479562284303,2
ONDOUSDT,WAXPUSDT,-0.07244635505586397,0.017560325829181583,58
ONDOUSDT,WLDUSDT,-0.18715547448252615,0.023889705475067538,68
ONDOUSDT,XAIUSDT,-0.03140735320823529,0.01817537854676974,68
ONDOUSDT,TAIKOUSDT,-0.07045409270084446,0.018712760505727923,24
ONDOUSDT,GUSDT,-0.01959496197207871,0.017317694155795246,56
ORDIUSDT,VANRYUSDT,-0.422912315197962,0.03496118626542115,102
PEOPLEUSDT,IMXUSDT,0.2581364499091241,0.028993336527459206,50
PEPEUSDT,ACEUSDT,0.03641313682296367,0.027087715210272638,70
PEPEUSDT,AEVOUSDT,0.02691174446886189,0.023905006540186007,56
PEPEUSDT,AXSUSDT,0.0007310316050178945,0.0003616790583048304,2
PEPEUSDT,DOTUSDT,-0.03985525513497884,0.013950307997862964,72
PEPEUSDT,ENSUSDT,0.14308894009859455,0.030333807683464935,78
PEPEUSDT,JASMYUSDT,0.14184388614284832,0.02308967945872749,64
PEPEUSDT,MANTAUSDT,0.05070273437233005,0.021738188615716518,56
PEPEUSDT,SANDUSDT,-0.0028875189113097346,0.02886938933825656,4
PEPEUSDT,SHIBUSDT,0.15685414859007601,0.0168276426271082,54
PEPEUSDT,WAXPUSDT,0.024921633629749182,0.021962905557602566,48
PEPEUSDT,WLDUSDT,-0.017546945784120305,0.026527320326917108,48
PEPEUSDT,XAIUSDT,0.06238316779172659,0.02982482465237452,62
PEPEUSDT,ZILUSDT,-0.05517747840484108,0.018372938186519944,32
SANDUSDT,1000XECUSDT,-0.2439154990156124,0.019279363694942344,52
SANDUSDT,ACHUSDT,-0.11136605114708839,0.021013285551918386,36
