date,TAIKOUSDT,SCRTUSDT,AIXBTUSDT,AVAUSDT,KSMUSDT,IMXUSDT,RDNTUSDT,YGGUSDT,GRTUSDT,SAGAUSDT,TRBUSDT,COMPUSDT,PEPEUSDT,VTHOUSDT,ATAUSDT,XAIUSDT,WOOUSDT,TNSRUSDT,1000XECUSDT,DOTUSDT,JASMYUSDT,ZILUSDT,AGLDUSDT,KASUSDT,HOTUSDT,ZRXUSDT,AGIUSDT,WLDUSDT,ACXUSDT,ANKRUSDT
2024-07-31 16:00:00,2.3104,,,,20.96,1.4219,0.09957,0.4642,0.18414,1.3857,80.441,52.31,1.13991e-05,,0.0927,0.301,0.18558,0.5144,0.03784,5.432,0.029842,0.01681,0.937,0.20528,0.001653,0.372,,2.1738,,0.02973
2024-07-31 17:00:00,2.3212,,,,21.04,1.4304,0.10018,0.4671,0.18536,1.3877,81.091,52.31,1.14883e-05,,0.0931,0.3028,0.187,0.5142,0.03807,5.485,0.029883,0.0168,0.938,0.20603,0.001658,0.3766,,2.1806,,0.02977
2024-07-31 18:00:00,2.3278,,,,21.24,1.4444,0.10076,0.4715,0.18624,1.4175,81.055,52.62,1.14828e-05,,0.0937,0.3057,0.18781,0.5192,0.0383,5.504,0.029889,0.01685,0.9413,0.20746,0.001668,0.3812,,2.2056,,0.0299
2024-07-31 19:00:00,2.2771,,,,20.79,1.4085,0.09914,0.4602,0.1816,1.3888,79.331,52.05,1.11436e-05,,0.092,0.2985,0.18339,0.5041,0.0373,5.434,0.028912,0.01657,0.9142,0.20336,0.00162,0.371,,2.16,,0.02918
2024-07-31 20:00:00,2.2512,,,,20.5,1.3859,0.09676,0.4514,0.1787,1.3527,78.752,52.04,1.0966e-05,,0.0907,0.2949,0.17912,0.4941,0.03696,5.348,0.028617,0.01633,0.8988,0.20294,0.001599,0.3688,,2.1134,,0.02877
2024-07-31 21:00:00,2.274,,,,20.68,1.3986,0.09713,0.4543,0.18037,1.3737,80.017,52.76,1.10889e-05,,0.0911,0.2985,0.18009,0.4988,0.03746,5.401,0.029009,0.01641,0.9063,0.20403,0.00161,0.3689,,2.1238,,0.02902
2024-07-31 22:00:00,2.2665,,,,20.63,1.3939,0.09674,0.4522,0.1806,1.3692,79.91,52.99,1.11868e-05,,0.0908,0.2962,0.17908,0.4885,0.03717,5.398,0.028956,0.01638,0.9023,0.2057,0.001599,0.3681,,2.1122,,0.02885
2024-07-31 23:00:00,2.2582,,,,20.47,1.3918,0.09625,0.4485,0.17937,1.3537,79.997,52.65,1.10376e-05,,0.0899,0.2939,0.17755,0.4825,0.03715,5.381,0.028971,0.01632,0.8971,0.20539,0.001593,0.3651,,2.1024,,0.02872
2024-08-01 00:00:00,2.2335,,,,20.64,1.39,0.0972,0.4526,0.18036,1.3762,80.81,53.16,1.11167e-05,,0.0901,0.2988,0.17921,0.4778,0.03755,5.411,0.0291,0.01645,0.9035,0.20719,0.001612,0.3653,,2.1347,,0.02883
2024-08-01 01:00:00,2.2037,,,,20.62,1.3923,0.09674,0.4525,0.17977,1.3774,80.345,52.28,1.10677e-05,,0.0902,0.298,0.1782,0.4823,0.03789,5.394,0.02908,0.01631,0.9013,0.2048,0.001608,0.3641,,2.1247,,0.02874
2024-08-01 02:00:00,2.195,,,,20.44,1.3798,0.09676,0.4486,0.17874,1.3822,77.96,52.51,1.1028e-05,,0.0894,0.2976,0.17739,0.485,0.03866,5.372,0.028969,0.01627,0.8933,0.20261,0.001608,0.3607,,2.1173,,0.02857
2024-08-01 03:00:00,2.177,,,,20.37,1.3761,0.09606,0.4461,0.17791,1.373,77.021,52.65,1.09237e-05,,0.0891,0.2961,0.17688,0.4863,0.03934,5.361,0.028685,0.01619,0.8893,0.20129,0.001604,0.3597,,2.116,,0.02846
2024-08-01 04:00:00,2.1608,,,,19.96,1.3492,0.0941,0.4359,0.17531,1.3341,76.128,51.55,1.04936e-05,,0.0867,0.2878,0.17329,0.4702,0.03766,5.281,0.028221,0.01587,0.868,0.19951,0.001565,0.3485,,2.073,,0.02763
2024-08-01 05:00:00,2.1974,,,,20.3,1.3726,0.09489,0.4432,0.1775,1.3707,77.278,52.43,1.06496e-05,,0.0882,0.2937,0.17625,0.4799,0.03896,5.346,0.028496,0.01605,0.8802,0.20358,0.001595,0.357,,2.1285,,0.0282
2024-08-01 06:00:00,2.175,,,,20.08,1.3586,0.09438,0.4372,0.17526,1.3306,76.072,51.94,1.04711e-05,,0.0866,0.2908,0.17323,0.4714,0.0385,5.332,0.02817,0.01588,0.8684,0.20217,0.001574,0.3496,,2.115,,0.02787
2024-08-01 07:00:00,2.1723,,,,20.13,1.356,0.09471,0.4364,0.17645,1.3285,75.997,52.31,1.05286e-05,,0.0871,0.2927,0.17404,0.4727,0.03831,5.355,0.028048,0.01593,0.8673,0.20333,0.001583,0.3534,,2.1096,,0.02803
2024-08-01 08:00:00,2.179,,,,20.28,1.3671,0.09501,0.4412,0.17755,1.3623,76.365,52.8,1.05946e-05,,0.0877,0.2943,0.17505,0.4753,0.03836,5.373,0.028108,0.01604,0.8754,0.20461,0.001605,0.361,,2.1245,,0.02831
2024-08-01 09:00:00,2.1977,,,,20.27,1.3521,0.09498,0.4357,0.17676,1.3777,76.112,52.9,1.05389e-05,,0.0871,0.2939,0.17449,0.4699,0.038,5.34,0.0277,0.01601,0.8629,0.20533,0.001592,0.3616,,2.1148,,0.0282
2024-08-01 10:00:00,2.2085,,,,20.38,1.3599,0.09554,0.4381,0.17746,1.3804,75.988,53.5,1.05815e-05,,0.0878,0.2943,0.17399,0.4721,0.0383,5.368,0.027977,0.01602,0.8622,0.20592,0.001585,0.3624,,2.1156,,0.02821
2024-08-01 11:00:00,2.195,,,,20.46,1.361,0.09582,0.4388,0.17785,1.3604,76.269,53.8,1.04773e-05,,0.0878,0.2917,0.17396,0.4713,0.03834,5.364,0.028037,0.0161,0.8638,0.20514,0.00158,0.3637,,2.1051,,0.02828
2024-08-01 12:00:00,2.2142,,,,20.56,1.3762,0.09691,0.4404,0.17934,1.3702,74.619,53.4,1.06411e-05,,0.0884,0.2945,0.1756,0.4768,0.03821,5.353,0.02852,0.01623,0.8765,0.20522,0.001589,0.366,,2.1158,,0.0285
2024-08-01 13:00:00,2.1884,,,,20.37,1.3639,0.09572,0.4355,0.17777,1.3463,74.043,53.54,1.04576e-05,,0.0877,0.2929,0.17444,0.4683,0.03801,5.334,0.028405,0.01613,0.869,0.2041,0.001586,0.3637,,2.1034,,0.02838
2024-08-01 14:00:00,2.1343,,,,19.87,1.3363,0.09313,0.416,0.17389,1.2873,71.617,52.42,1.001e-05,,0.086,0.2819,0.16921,0.4503,0.03705,5.207,0.027357,0.01573,0.8506,0.2025,0.001546,0.3542,,2.0182,,0.02765
2024-08-01 15:00:00,2.1365,,,,19.68,1.3222,0.09218,0.41,0.17292,1.3106,70.995,52.21,1.01461e-05,,0.085,0.285,0.16675,0.4466,0.03711,5.157,0.027157,0.0156,0.8413,0.19963,0.001519,0.3474,,2.0199,,0.02737
2024-08-01 16:00:00,2.1058,,,,19.22,1.309,0.08995,0.3918,0.17017,1.2763,68.115,50.96,9.9872e-06,,0.083,0.276,0.16396,0.4352,0.03626,5.118,0.02687,0.01527,0.8245,0.19889,0.001497,0.3371,,1.9763,,0.02704
2024-08-01 17:00:00,2.0975,,,,19.14,1.3056,0.08999,0.3967,0.17131,1.2683,68.435,51.85,1.00675e-05,,0.0832,0.2742,0.16464,0.4211,0.03642,5.139,0.026851,0.01531,0.8272,0.19757,0.001508,0.3394,,1.9708,,0.02701
2024-08-01 18:00:00,2.074,,,,18.99,1.292,0.08834,0.3894,0.16922,1.2352,66.271,51.24,9.9001e-06,,0.0815,0.2699,0.16176,0.4119,0.03577,5.134,0.026256,0.01513,0.8171,0.19696,0.001491,0.3352,,1.9341,,0.02687
2024-08-01 19:00:00,2.0803,,,,19.27,1.3195,0.08961,0.3916,0.17175,1.2349,67.025,52.34,1.00524e-05,,0.0827,0.274,0.16387,0.4149,0.0361,5.196,0.026674,0.01531,0.8241,0.20135,0.001507,0.3389,,1.9691,,0.02739
2024-08-01 20:00:00,2.1337,,,,19.46,1.3431,0.09062,0.4027,0.17529,1.2773,68.428,52.98,1.03328e-05,,0.0841,0.2792,0.16713,0.4276,0.03701,5.264,0.027968,0.01558,0.839,0.20168,0.00155,0.3449,,2.0078,,0.02794
2024-08-01 21:00:00,2.1308,,,,19.58,1.3548,0.09158,0.4071,0.17536,1.2979,69.285,52.76,1.0403e-05,,0.0841,0.2807,0.16914,0.4267,0.03746,5.268,0.027939,0.01577,0.8434,0.20099,0.001559,0.3431,,2.0357,,0.02812
2024-08-01 22:00:00,2.1652,,,,20.11,1.374,0.09328,0.4173,0.17748,1.3782,70.364,53.34,1.05199e-05,,0.0849,0.2872,0.17273,0.438,0.03793,5.347,0.028473,0.0161,0.8557,0.20338,0.00159,0.3502,,2.0774,,0.02865
2024-08-01 23:00:00,2.187,,,,20.25,1.3724,0.09282,0.4227,0.17792,1.4277,70.198,53.52,1.05113e-05,,0.0854,0.2859,0.17232,0.4408,0.03785,5.334,0.028606,0.01608,0.8613,0.20186,0.001591,0.3495,,2.0764,,0.02854
2024-08-02 00:00:00,2.1685,,,,20.09,1.3604,0.09311,0.4221,0.17691,1.4393,70.84,53.79,1.04461e-05,,0.0854,0.2856,0.17248,0.4589,0.03817,5.318,0.028284,0.01606,0.8605,0.20204,0.001593,0.3494,,2.0766,,0.02841
2024-08-02 01:00:00,2.1479,,,,19.92,1.3524,0.09244,0.4168,0.17505,1.4573,69.77,53.19,1.036e-05,,0.0851,0.2806,0.17023,0.4531,0.03868,5.287,0.02779,0.01585,0.8518,0.2007,0.001585,0.3451,,2.054,,0.02818
2024-08-02 02:00:00,2.1076,,,,19.77,1.3372,0.09121,0.4116,0.17411,1.4421,69.112,53.05,1.02421e-05,,0.0841,0.2774,0.16882,0.4457,0.03829,5.253,0.027569,0.01577,0.8427,0.19476,0.00156,0.3407,,2.0297,,0.02807
2024-08-02 03:00:00,2.1257,,,,19.92,1.3492,0.09195,0.4147,0.17571,1.4195,69.681,53.31,1.02988e-05,,0.085,0.28,0.17006,0.4412,0.0383,5.274,0.027918,0.0159,0.8439,0.1978,0.001574,0.3442,,2.0458,,0.02827
2024-08-02 04:00:00,2.1327,,,,19.81,1.3484,0.09158,0.4137,0.17448,1.4096,69.253,53.47,1.02639e-05,,0.0854,0.279,0.17003,0.4396,0.03789,5.245,0.02779,0.01583,0.8432,0.19415,0.001569,0.3433,,2.037,,0.02806
2024-08-02 05:00:00,2.0821,,,,19.46,1.3203,0.09008,0.4071,0.17175,1.4114,68.469,53.15,1.00875e-05,,0.0835,0.2748,0.16666,0.4307,0.03733,5.203,0.027099,0.01557,0.8325,0.19268,0.001539,0.3377,,1.9993,,0.02766
2024-08-02 06:00:00,2.0736,,,,19.47,1.3325,0.09021,0.4085,0.17196,1.3772,68.794,52.27,1.00664e-05,,0.0835,0.2744,0.16617,0.4309,0.03729,5.221,0.027099,0.01559,0.8363,0.19446,0.001545,0.3381,,1.9987,,0.02776
2024-08-02 07:00:00,2.067,,,,19.51,1.3337,0.09031,0.4088,0.16939,1.3724,68.414,52.59,1.00074e-05,,0.0833,0.2745,0.16661,0.4289,0.03729,5.237,0.027084,0.01562,0.8346,0.19302,0.00155,0.339,,1.9968,,0.02779
2024-08-02 08:00:00,2.0793,,,,19.55,1.338,0.09087,0.4102,0.17051,1.3674,68.947,52.44,1.01057e-05,,0.0837,0.2742,0.16692,0.4328,0.03731,5.277,0.027191,0.01563,0.8354,0.19637,0.001558,0.3386,,2.0046,,0.02787
2024-08-02 09:00:00,2.0872,,,,19.56,1.3486,0.09095,0.4118,0.17053,1.3634,68.704,51.97,1.01604e-05,,0.084,0.2724,0.16755,0.4312,0.03748,5.254,0.027147,0.01567,0.8356,0.19488,0.001559,0.3397,,2.0244,,0.02795
2024-08-02 10:00:00,2.1071,,,,19.62,1.3556,0.09135,0.4172,0.17118,1.3506,68.991,52.26,1.0247e-05,,0.0841,0.2741,0.1678,0.433,0.03806,5.261,0.027434,0.0157,0.8391,0.1952,0.001564,0.3416,,2.042,,0.02809
2024-08-02 11:00:00,2.0946,,,,19.59,1.3552,0.09062,0.4145,0.17108,1.339,68.965,52.57,1.0171e-05,,0.0838,0.275,0.1672,0.4317,0.03795,5.231,0.027374,0.01564,0.8376,0.19397,0.00157,0.338,,2.058,,0.02812
2024-08-02 12:00:00,2.0773,,,,19.54,1.3537,0.09072,0.4168,0.1717,1.3795,69.043,52.79,1.02426e-05,,0.0842,0.2775,0.16691,0.4345,0.03777,5.246,0.027422,0.01566,0.8404,0.19357,0.001562,0.3386,,2.0541,,0.02806
2024-08-02 13:00:00,2.0986,,,,19.84,1.3693,0.09145,0.4265,0.17344,1.4662,68.96,52.01,1.04023e-05,,0.0853,0.282,0.16881,0.4463,0.03778,5.252,0.027571,0.01585,0.851,0.19436,0.001571,0.3433,,2.0577,,0.02838
2024-08-02 14:00:00,2.0083,,,,18.98,1.3116,0.08681,0.4043,0.16657,1.4049,65.461,50.26,9.8113e-06,,0.0817,0.2675,0.16077,0.4266,0.0362,5.086,0.026177,0.01519,0.8154,0.18847,0.001511,0.3294,,1.9674,,0.02712
2024-08-02 15:00:00,2.0236,,,,19.15,1.3209,0.08762,0.412,0.16837,1.3788,65.158,50.57,9.7919e-06,,0.0819,0.2692,0.16206,0.4293,0.03638,5.119,0.026553,0.01531,0.8214,0.19132,0.001517,0.3281,,1.9547,,0.02725
2024-08-02 16:00:00,2.0194,,,,19.01,1.3053,0.0866,0.4081,0.16683,1.3727,64.345,51.2,9.842e-06,,0.0811,0.2666,0.15985,0.4218,0.03607,5.099,0.026555,0.01525,0.8141,0.18978,0.001511,0.3252,,1.9368,,0.02709
2024-08-02 17:00:00,2.0062,,,,19.0,1.3024,0.08608,0.4022,0.16635,1.3672,64.691,51.3,9.7905e-06,,0.0807,0.265,0.15916,0.4187,0.03562,5.095,0.026307,0.01522,0.8105,0.18739,0.001502,0.3246,,1.9133,,0.02712
2024-08-02 18:00:00,2.0009,,,,18.91,1.2926,0.08536,0.3983,0.16571,1.3455,65.156,50.84,9.6694e-06,,0.0801,0.2629,0.15757,0.4143,0.03523,5.098,0.02618,0.01507,0.8043,0.18825,0.001489,0.3221,,1.9071,,0.02693
2024-08-02 19:00:00,1.9865,,,,18.85,1.2879,0.08491,0.3981,0.16515,1.33,65.259,50.8,9.6758e-06,,0.0796,0.2613,0.15679,0.4144,0.03534,5.106,0.026117,0.0151,0.8038,0.18616,0.001488,0.3215,,1.9105,,0.0269
2024-08-02 20:00:00,1.9741,,,,18.93,1.2914,0.085,0.4012,0.16553,1.3506,66.0,50.94,9.723e-06,,0.08,0.261,0.15778,0.4161,0.03554,5.123,0.02601,0.01514,0.8079,0.18626,0.001489,0.3216,,1.9244,,0.02696
2024-08-02 21:00:00,1.9656,,,,18.92,1.2837,0.08436,0.3968,0.16377,1.3579,65.664,50.38,9.43e-06,,0.0799,0.2593,0.15615,0.4103,0.03494,5.115,0.025924,0.01507,0.7992,0.18559,0.00147,0.3188,,1.905,,0.02674
2024-08-02 22:00:00,1.9443,,,,18.78,1.2831,0.08401,0.3958,0.16282,1.3396,65.847,50.72,9.3755e-06,,0.0793,0.2577,0.15552,0.406,0.03424,5.1,0.025469,0.01504,0.7977,0.18563,0.001462,0.317,,1.8995,,0.02663
2024-08-02 23:00:00,1.9623,,,,18.82,1.274,0.08443,0.3944,0.16226,1.3287,65.795,51.33,9.3246e-06,,0.0791,0.2588,0.15576,0.4069,0.03427,5.119,0.025528,0.01501,0.7958,0.18693,0.00146,0.3163,,1.8964,,0.02662
2024-08-03 00:00:00,1.9077,,,,18.6,1.2581,0.08293,0.3885,0.16033,1.3231,65.133,50.12,9.1594e-06,,0.0785,0.2567,0.15411,0.4018,0.03341,5.089,0.025161,0.01486,0.7881,0.18458,0.001442,0.3136,,1.8553,,0.02607
2024-08-03 01:00:00,1.9089,,,,18.76,1.2621,0.08329,0.3889,0.16057,1.3362,65.434,50.24,9.1528e-06,,0.0788,0.2589,0.1542,0.3994,0.0336,5.094,0.025105,0.01491,0.7963,0.18523,0.001445,0.3138,,1.8664,,0.02614
2024-08-03 02:00:00,1.9565,,,,18.76,1.2606,0.08337,0.3901,0.16082,1.2934,65.217,50.85,9.1925e-06,,0.079,0.2576,0.15434,0.3992,0.03373,5.103,0.025132,0.01497,0.8006,0.18533,0.001445,0.3149,,1.8517,,0.0262
2024-08-03 03:00:00,1.9939,,,,18.9,1.2781,0.08428,0.3948,0.16235,1.3181,65.78,50.68,9.3406e-06,,0.0795,0.2605,0.15627,0.4059,0.03424,5.129,0.025577,0.01506,0.8071,0.18665,0.00146,0.3192,,1.8702,,0.02643
2024-08-03 04:00:00,1.9584,,,,18.92,1.2709,0.08385,0.3922,0.16247,1.2917,65.803,49.98,9.2855e-06,,0.0796,0.2602,0.1558,0.4061,0.03403,5.139,0.025339,0.01507,0.8043,0.18486,0.001455,0.3173,,1.8701,,0.02639
2024-08-03 05:00:00,1.9784,,,,18.99,1.2696,0.08385,0.3922,0.16206,1.2883,66.324,50.65,9.4319e-06,,0.0801,0.2624,0.15697,0.4047,0.03449,5.17,0.025459,0.01515,0.8076,0.18714,0.001474,0.3176,,1.8773,,0.02647
2024-08-03 06:00:00,1.9857,,,,19.04,1.2707,0.08427,0.3954,0.1629,1.3236,65.817,50.46,9.4543e-06,,0.0808,0.2668,0.15768,0.4084,0.03472,5.183,0.025464,0.01519,0.8084,0.18886,0.001476,0.3186,,1.8858,,0.02658
2024-08-03 07:00:00,1.9765,,,,19.11,1.2661,0.08389,0.3922,0.16257,1.3923,65.629,50.06,9.4507e-06,,0.0803,0.2662,0.15663,0.4098,0.03431,5.176,0.025353,0.01517,0.8076,0.18908,0.001467,0.3179,,1.8762,,0.02662
2024-08-03 08:00:00,1.9714,,,,19.0,1.2616,0.08377,0.3904,0.16255,1.417,65.548,50.17,9.3951e-06,,0.0799,0.2647,0.15618,0.4108,0.03408,5.153,0.025461,0.01516,0.8077,0.18793,0.001464,0.317,,1.8786,,0.02656
2024-08-03 09:00:00,1.9799,,,,19.04,1.2679,0.08361,0.3887,0.16178,1.3943,65.337,49.89,9.4253e-06,,0.0801,0.2647,0.15643,0.4133,0.03418,5.156,0.025344,0.01515,0.8079,0.18842,0.001466,0.3191,,1.8885,,0.02665
2024-08-03 10:00:00,1.9892,,,,18.98,1.2657,0.08387,0.388,0.16224,1.2295,65.852,50.13,9.3816e-06,,0.0799,0.2626,0.15532,0.4092,0.03407,5.163,0.025439,0.01503,0.8016,0.18835,0.001471,0.3189,,1.903,,0.02657
2024-08-03 11:00:00,1.9935,,,,18.96,1.2684,0.08372,0.3874,0.16232,1.2431,65.72,49.88,9.4166e-06,,0.0798,0.2627,0.15507,0.4084,0.03417,5.157,0.025445,0.01503,0.8025,0.18982,0.001469,0.3213,,1.898,,0.02658
2024-08-03 12:00:00,2.0181,,,,18.99,1.2832,0.084,0.3924,0.16262,1.326,65.965,49.84,9.425e-06,,0.0803,0.2657,0.15527,0.4147,0.03447,5.161,0.025887,0.01507,0.8061,0.18891,0.001482,0.3226,,1.9001,,0.02665
2024-08-03 13:00:00,2.1045,,,,18.89,1.2804,0.08363,0.3894,0.16186,1.2348,66.041,49.8,9.3476e-06,,0.0801,0.2639,0.15495,0.4118,0.03455,5.171,0.025676,0.01503,0.8028,0.18828,0.001477,0.3215,,1.8954,,0.02661
2024-08-03 14:00:00,2.0728,,,,18.95,1.2685,0.08318,0.3868,0.16151,1.2446,66.167,50.09,9.2e-06,,0.0796,0.2607,0.15429,0.4097,0.03571,5.161,0.025717,0.01504,0.801,0.18915,0.001479,0.3219,,1.8812,,0.0265
2024-08-03 15:00:00,2.0051,,,,18.36,1.2287,0.07885,0.3756,0.15702,1.2294,64.505,48.75,8.9214e-06,,0.0771,0.2556,0.15009,0.3992,0.03438,5.051,0.024645,0.01463,0.7662,0.18515,0.001426,0.3124,,1.7921,,0.02577
2024-08-03 16:00:00,2.0083,,,,18.23,1.22,0.07799,0.3714,0.15514,1.1868,64.024,47.88,8.7819e-06,,0.0765,0.2502,0.14843,0.3881,0.03426,5.014,0.023666,0.01454,0.7543,0.18426,0.001414,0.3095,,1.774,,0.02563
2024-08-03 17:00:00,1.9538,,,,17.73,1.1951,0.07637,0.3588,0.15312,1.1793,62.232,46.57,8.5379e-06,,0.075,0.2429,0.14553,0.3767,0.03372,4.884,0.023398,0.01425,0.7407,0.17785,0.00139,0.3045,,1.7405,,0.02516
2024-08-03 18:00:00,1.9387,,,,17.57,1.1825,0.07582,0.3501,0.15203,1.1614,62.241,46.03,8.442e-06,,0.0739,0.2397,0.14507,0.3718,0.0335,4.896,0.023208,0.01411,0.7382,0.17455,0.001377,0.3033,,1.7167,,0.02498
2024-08-03 19:00:00,1.9205,,,,17.55,1.176,0.07492,0.3472,0.15098,1.1619,62.323,46.08,8.3585e-06,,0.0736,0.2404,0.14388,0.3678,0.03291,4.883,0.023026,0.01401,0.7366,0.17365,0.00137,0.2999,,1.7063,,0.02495
2024-08-03 20:00:00,1.9098,,,,17.62,1.177,0.07462,0.3447,0.15133,1.1488,62.432,45.13,8.4097e-06,,0.0734,0.2413,0.14476,0.3683,0.03319,4.902,0.02318,0.01399,0.7355,0.17978,0.001375,0.3003,,1.7102,,0.02492
2024-08-03 21:00:00,1.9166,,,,18.09,1.2033,0.07558,0.3562,0.1544,1.1488,63.284,44.92,8.605e-06,,0.0747,0.2435,0.14712,0.3752,0.03369,5.027,0.023483,0.01421,0.7468,0.18129,0.001394,0.305,,1.7371,,0.0254
2024-08-03 22:00:00,1.8893,,,,18.04,1.2012,0.07652,0.3518,0.15389,1.1328,63.347,43.95,8.5813e-06,,0.0744,0.2424,0.14475,0.3719,0.03382,5.031,0.02354,0.01415,0.7423,0.17831,0.001392,0.3045,,1.7367,,0.02537
2024-08-03 23:00:00,1.8855,,,,18.17,1.2002,0.07592,0.3534,0.15379,1.1454,63.002,44.26,8.6182e-06,,0.0752,0.2426,0.14445,0.3733,0.034,5.039,0.023692,0.01424,0.7441,0.17881,0.001403,0.3057,,1.7405,,0.02547
2024-08-04 00:00:00,1.9699,,,,18.35,1.2004,0.07683,0.3605,0.15522,1.1356,63.116,44.61,8.669e-06,,0.0759,0.2464,0.14542,0.3785,0.034,5.073,0.023774,0.01426,0.7488,0.18125,0.001409,0.3084,,1.7666,,0.02564
2024-08-04 01:00:00,1.9993,,,,18.32,1.1983,0.07619,0.3576,0.15465,1.1232,62.736,45.23,8.6356e-06,,0.0757,0.2451,0.14568,0.3779,0.03386,5.045,0.023675,0.01421,0.7491,0.18169,0.001406,0.3081,,1.7432,,0.02549
2024-08-04 02:00:00,1.9914,,,,18.47,1.2077,0.07694,0.3662,0.15627,1.1706,62.881,46.07,8.6772e-06,,0.0769,0.2482,0.1467,0.3853,0.03476,5.056,0.024239,0.01434,0.7578,0.18158,0.001421,0.3105,,1.742,,0.0258
2024-08-04 03:00:00,1.9834,,,,18.42,1.2054,0.07701,0.3651,0.15589,1.2132,62.273,45.42,8.6307e-06,,0.0766,0.2471,0.14582,0.3838,0.03456,5.064,0.024098,0.01434,0.758,0.18094,0.001413,0.311,,1.7385,,0.02569
2024-08-04 04:00:00,1.9596,,,,18.43,1.2007,0.0762,0.3605,0.15507,1.1999,61.753,44.8,8.4825e-06,,0.0762,0.245,0.14478,0.3804,0.03421,5.023,0.023963,0.0143,0.7554,0.17903,0.001411,0.309,,1.7269,,0.02548
2024-08-04 05:00:00,1.9638,,,,18.47,1.2065,0.07649,0.3611,0.1559,1.2242,62.121,44.91,8.5121e-06,,0.0763,0.247,0.14632,0.3828,0.03531,5.041,0.023986,0.01432,0.7551,0.17996,0.001424,0.3103,,1.7412,,0.02565
2024-08-04 06:00:00,1.9619,,,,18.47,1.2022,0.07625,0.3616,0.15574,1.2801,62.586,45.02,8.4946e-06,,0.0767,0.2459,0.14658,0.3819,0.03509,5.022,0.024053,0.01433,0.7593,0.18131,0.001423,0.3114,,1.7427,,0.02565
2024-08-04 07:00:00,1.9291,,,,18.06,1.1893,0.07538,0.3547,0.1538,1.2597,61.747,44.77,8.285e-06,,0.0754,0.2417,0.1444,0.3772,0.03455,4.949,0.023589,0.01416,0.7451,0.17758,0.001404,0.3058,,1.73,,0.0253
2024-08-04 08:00:00,1.9757,,,,18.15,1.1936,0.07626,0.3614,0.15464,1.276,62.281,44.83,8.3918e-06,,0.0754,0.2444,0.14538,0.3821,0.0348,4.967,0.023813,0.01427,0.7638,0.17805,0.001407,0.3071,,1.7452,,0.02542
2024-08-04 09:00:00,1.9554,,,,18.17,1.1917,0.07619,0.3606,0.154,1.2822,62.386,44.92,8.4984e-06,,0.0753,0.2445,0.1449,0.3824,0.03466,4.966,0.023823,0.01422,0.7494,0.17851,0.001411,0.3065,,1.7375,,0.02542
2024-08-04 10:00:00,1.9657,,,,18.18,1.194,0.07631,0.3624,0.1542,1.2858,62.558,45.02,8.5705e-06,,0.0751,0.2441,0.14559,0.3834,0.03467,4.969,0.023669,0.01427,0.7518,0.17739,0.001415,0.3071,,1.7444,,0.02552
2024-08-04 11:00:00,1.961,,,,18.11,1.191,0.07602,0.3599,0.15392,1.2727,62.739,44.78,8.5291e-06,,0.0752,0.2436,0.14461,0.3814,0.03498,4.902,0.023776,0.01421,0.751,0.17643,0.001411,0.3062,,1.7502,,0.02547
2024-08-04 12:00:00,1.9806,,,,18.19,1.1976,0.07677,0.3665,0.15523,1.2988,63.054,44.57,8.7192e-06,,0.0757,0.2463,0.14646,0.3842,0.03529,4.901,0.02349,0.01429,0.7574,0.1781,0.001416,0.3085,,1.7702,,0.02557
2024-08-04 13:00:00,1.9643,,,,18.1,1.193,0.07643,0.3621,0.15342,1.2863,62.219,44.27,8.6109e-06,,0.0753,0.2447,0.14574,0.3816,0.03494,4.889,0.023327,0.01421,0.7538,0.17867,0.001408,0.3054,,1.755,,0.02539
2024-08-04 14:00:00,1.8976,,,,17.57,1.1559,0.07381,0.3507,0.14904,1.2522,60.111,43.36,8.303e-06,,0.0727,0.2339,0.14125,0.3642,0.03381,4.778,0.022417,0.01381,0.7301,0.17354,0.00136,0.2946,,1.6705,,0.02451
2024-08-04 15:00:00,1.8863,,,,17.24,1.1278,0.06833,0.3426,0.14601,1.2201,59.388,42.47,7.9723e-06,,0.0716,0.2282,0.13763,0.3566,0.03296,4.712,0.021573,0.0136,0.7226,0.17128,0.001339,0.2894,,1.6266,,0.02414
2024-08-04 16:00:00,1.8051,,,,16.99,1.0985,0.06671,0.3311,0.1431,1.1802,56.283,41.88,7.8027e-06,,0.0699,0.2207,0.13544,0.3406,0.03219,4.648,0.021258,0.01335,0.7128,0.16949,0.001316,0.2846,,1.5825,,0.02374
2024-08-04 17:00:00,1.7987,,,,17.04,1.1043,0.06634,0.3327,0.14179,1.2144,55.141,41.67,7.9914e-06,,0.0701,0.2193,0.13471,0.3428,0.03245,4.61,0.021282,0.01334,0.7087,0.16815,0.00132,0.2857,,1.5889,,0.02366
2024-08-04 18:00:00,1.8294,,,,17.3,1.1205,0.06713,0.3392,0.14452,1.2211,56.004,42.0,8.1966e-06,,0.0713,0.2243,0.13691,0.3456,0.03267,4.686,0.022229,0.01352,0.7224,0.17013,0.001348,0.2897,,1.6262,,0.02403
2024-08-04 19:00:00,1.8716,,,,17.65,1.1427,0.06916,0.3504,0.14764,1.2116,57.456,42.49,8.3885e-06,,0.0729,0.2327,0.1387,0.3541,0.03279,4.76,0.022815,0.01371,0.739,0.17389,0.001374,0.2958,,1.6721,,0.02455
